Image ID,lower_bound_n<3,upper_bound_n<3,lower_bound_3<=n<=6,upper_bound_3<=n<=6,lower_bound_>6,upper_bound_>6,lower_bound_%2==0,upper_bound_%2==0,lower_bound_%2!=0,upper_bound_%2!=0
6083048800,0.44118475914001465,0.9986969828605652,2.2983766040547693e-13,2.815543354017791e-10,1.9790972246441774e-12,2.6953270726437495e-09,0.0013029519468545914,0.5588139891624451,2.9584878790496136e-14,2.5765804420596616e-11
6077152320,3.04202777402199e-15,4.5831234640747454e-11,6.511912726712629e-14,3.726559616445968e-10,0.07741039991378784,0.9989653825759888,2.8238252258424093e-14,4.862964475549347e-10,0.001034457702189684,0.9225884675979614
6076604544,1.2662839477305472e-20,7.4172540668032e-14,0.35830047726631165,0.999998927116394,2.2767566301771895e-14,1.3058382819508552e-07,6.284320656185335e-19,4.1846942577805635e-12,9.248627179658797e-07,0.6415216326713562
4355024576,8.970727458203085e-27,5.9628690734174685e-22,0.9997674822807312,0.9999998807907104,6.985700948199494e-24,9.742303195041694e-20,5.760654652009771e-32,5.269833514049352e-27,1.8609048524353966e-08,0.0001940423098858446
6076011744,3.6706505713500626e-23,6.102704301866763e-17,0.9997311234474182,0.9999998807907104,2.595594463811723e-22,5.549799575079578e-16,2.0735152903542686e-20,3.0147881261745335e-14,6.935734538776606e-12,3.4799174954969203e-06
6077470368,2.7279049411386796e-21,3.4691851658333534e-16,0.9971785545349121,0.9999998807907104,2.924849859521593e-22,6.322074585549296e-17,1.1134480892849297e-08,0.0026826071552932262,1.1847154884237132e-23,5.465077875585519e-19
6075819648,0.8153596520423889,0.9999288320541382,8.565337783339619e-18,4.829435259362004e-14,5.7196697992637744e-18,2.242933757560378e-14,7.108810677891597e-05,0.18463663756847382,2.560188457778263e-20,5.148730136299157e-17
4778923984,2.7399681915701857e-12,5.451344708973238e-09,1.4066714205360343e-17,2.012886385349688e-14,0.17341046035289764,0.9965662956237793,0.0034335432574152946,0.8265886306762695,3.213845612163799e-14,3.598788628211835e-11
6079347168,4.434222899887125e-14,5.92353596728934e-11,2.5239580681174754e-21,7.163039170393785e-18,0.0039307051338255405,0.8110387921333313,0.18896064162254333,0.9960691928863525,2.736058487901596e-18,3.2293169230552827e-15
6083055424,1.1780200814826003e-08,3.781355917453766e-05,6.521758827426893e-11,5.757062382372169e-08,0.055647000670433044,0.9918529391288757,1.205668620496425e-10,5.549400157178752e-07,0.008146909065544605,0.9443525075912476
6089930272,4.213702615453972e-14,7.959620809683265e-12,4.453134956101992e-23,7.287968490952216e-21,0.15783202648162842,0.9643533825874329,0.0356464721262455,0.8421677947044373,1.450419586587165e-19,3.9847963554419114e-17
6085557152,3.1001121849289254e-21,5.6024183205542e-16,0.4711775779724121,0.9999924898147583,3.6689050489643187e-25,1.0479898854785521e-19,7.374897904810496e-06,0.5287890434265137,2.9325747067930025e-29,1.1149001741848637e-24
6076479104,1.7184414996098303e-26,4.55292885828389e-24,0.0072469934821128845,0.679532527923584,1.3836648186844285e-18,1.0156945447582706e-16,1.170279015158363e-21,1.7947420468624297e-19,0.3204672634601593,0.9927529096603394
6085172960,1.537073188502569e-24,2.531809438047808e-17,0.8157533407211304,0.9999998807907104,1.9703000422989739e-25,8.208771654131286e-18,1.308690933399248e-08,0.18353773653507233,8.430871479939358e-29,5.503324400859337e-22
6089541664,5.71088185422064e-12,4.7399851155205397e-07,1.396566354698418e-18,2.4109094711941004e-13,0.0491570383310318,0.9995100498199463,1.8892947915762764e-14,2.6559998644870575e-09,0.0004898514598608017,0.950842022895813
6081446304,1.0788845441746857e-21,1.2633486482130539e-17,2.297340123718532e-15,3.389093519712283e-11,0.9998257160186768,0.9999998807907104,1.3344730338907535e-20,4.026311557769213e-16,1.3939077447844284e-08,0.0001619369868421927
4778792240,0.9349347949028015,0.9999998807907104,1.307886103800828e-15,2.003231580616216e-09,2.075871139512911e-20,9.568336791290766e-13,4.4740766656172325e-17,5.422057802739744e-10,4.613353610238846e-08,0.06488119065761566
6054420320,2.797686067250302e-20,1.7229266893017188e-16,1.4455119111915883e-15,5.185663964207832e-12,0.9992387294769287,0.9999997615814209,3.2729615458831907e-12,1.1114911657728044e-08,1.7543551678045333e-07,0.0007534034084528685
6079510560,1.2322784881250069e-19,7.140076087341386e-15,0.39042598009109497,0.9998557567596436,1.3142150281035938e-16,1.3131120539869312e-12,2.0541109579652244e-20,5.895553659588455e-16,0.00014409460709430277,0.6095657348632812
4355486000,0.016908295452594757,0.9999964237213135,5.381774377251682e-18,2.098868717714808e-10,3.0670352867655237e-13,8.862093636707868e-07,3.4521083307481604e-06,0.9830877780914307,2.375611367879868e-16,3.652419200417256e-10
6075515296,8.0254536445360855e-19,1.2557339676010255e-14,2.1723542745171303e-23,6.991544053293805e-19,0.16327738761901855,0.9997768998146057,0.00022296817041933537,0.8367199301719666,2.0165579275075973e-20,4.146548943423145e-16
5746719600,2.62890015187841e-27,1.0818053237643718e-21,7.486813275181102e-19,7.41194486428981e-13,0.9998723268508911,0.9999998807907104,7.558675867210482e-25,1.1245194725292218e-18,3.211625030589277e-14,8.17124679031167e-09
4354802272,9.790204237580813e-12,1.757757530640447e-07,2.391859047994982e-16,2.350021869809704e-12,0.005025824997574091,0.9935781955718994,9.616931816863739e-13,2.9780757415664993e-08,0.006421681959182024,0.9949740171432495
6079089568,3.359708002013501e-18,1.919309234655643e-14,6.858810921309561e-26,4.465626221437368e-22,0.002995432121679187,0.913249671459198,0.08674946427345276,0.9970044493675232,5.92733595096883e-21,2.006848030405522e-17
5746505648,0.0017625128384679556,0.998939573764801,3.0482422141986376e-12,1.8613837937664357e-06,1.6606812985762668e-18,4.022551822885356e-12,2.245837185333241e-16,4.924290974983592e-10,0.0010603421833366156,0.9982371926307678
6052187472,1.0755474732189836e-23,5.2223886673315954e-18,0.9998001456260681,0.9999998807907104,3.902627402108519e-27,1.2166880884388143e-20,1.5538373878049884e-14,1.2393208237426734e-08,1.160167968843724e-27,1.3103032647173837e-22
6076143488,7.982874419107342e-18,4.570034468583985e-14,1.117133143584705e-24,3.5280312950546464e-20,0.677008867263794,0.9999597072601318,4.0225626435130835e-05,0.32298552989959717,1.33228951234349e-22,1.2384945177837956e-18
6089183456,5.623104662054861e-23,2.325696357363147e-19,1.4459451288394395e-17,1.6616734911331123e-14,0.9711514115333557,0.9999843835830688,1.9217405726478592e-20,6.433376700051981e-17,1.5470483049284667e-05,0.028840798884630203
6085317216,0.023919306695461273,0.9998890161514282,8.884676983922715e-14,5.014594517405158e-09,6.257037145927845e-16,4.214150806092221e-09,1.8575717910598137e-18,8.115945415720915e-12,0.00011087485472671688,0.9760792255401611
5740890448,0.0001653679064475,0.9970832467079163,2.1632472289173643e-12,1.4360730347107165e-06,2.960655107428097e-21,8.34494318536095e-15,4.0340221993973083e-20,8.922307608450614e-14,0.0029166201129555702,0.9998345375061035
6081541984,0.9998202919960022,0.9999998807907104,1.0467712867891957e-24,2.0173795698874553e-18,4.511159121425431e-21,3.5504751824791446e-16,3.084586752688523e-10,7.638800889253616e-05,2.150493897537061e-22,7.965145457038493e-18
5746735792,3.387997291388305e-23,1.2157767260430627e-18,1.9325975740400152e-29,1.0451792668748466e-24,0.00046784282312728465,0.9727405309677124,0.027258897200226784,0.9995321035385132,4.001114452046627e-27,1.5390417514485028e-22
6076062528,1.4686811766750907e-09,2.7541479994397378e-06,2.99472911746701e-11,1.8773994270304684e-07,0.0005762992659583688,0.754151463508606,0.2458469271659851,0.999423623085022,5.8280255621490085e-12,1.0407211092910984e-08
6089866240,7.55252512874731e-28,6.128980334645198e-23,9.005476749734953e-05,0.8219535946846008,1.4688254408910238e-17,3.5524672938568036e-13,9.11832841802499e-27,3.749417512321039e-22,0.17804445326328278,0.9999097585678101
6082994336,3.8735617520442457e-22,1.7288122447961561e-16,0.9085977077484131,0.9999997615814209,2.2701273977876003e-19,1.7948872097807433e-13,1.0624923874047454e-07,0.09117181599140167,3.788700059097757e-21,5.843968823705077e-16
6089818400,1.7353760697813231e-19,1.303637280658282e-15,4.5212115742075416e-15,1.884013778319371e-11,0.7867468595504761,0.9999229907989502,8.139756046518077e-19,7.660301700688349e-15,7.687218021601439e-05,0.21324163675308228
6083084128,1.2803270551899646e-21,5.133469858372526e-15,0.5486709475517273,0.9999996423721313,2.7782360137453687e-20,2.0344755611093057e-13,2.070841276236024e-07,0.4512586295604706,1.2304602701400313e-23,1.8679190760603008e-17
5740945104,0.9998965859413147,0.9999998807907104,4.516409173765407e-22,5.496649845826147e-16,1.0932798593228145e-18,7.450054028551589e-13,1.3240563598106067e-16,1.0804911132478168e-10,1.3975605395177837e-11,3.1839908842812292e-06
6075759296,1.5078660946919132e-22,3.036488046198049e-17,0.9044211506843567,0.9999966621398926,1.6404612435205715e-22,6.30301866034179e-18,7.7268437558713e-25,7.488610842049756e-20,3.1867257348494604e-06,0.09553486108779907
6081473536,8.258617557843731e-18,4.635861125860084e-14,0.9910759329795837,0.9999977350234985,1.3357192888102491e-15,1.2353987624558194e-11,2.1155417471163673e-06,0.008910632692277431,2.0752364382454298e-15,4.748663701842348e-12
5748261024,0.9960607290267944,0.9999996423721313,1.9304636122598857e-20,7.148077689956742e-16,2.6760716890233017e-16,2.7003579494006003e-12,2.7335207164469466e-07,0.003927687183022499,3.372839933677481e-20,4.972851023991192e-16
6076434944,7.621624143437644e-14,1.0386570492570968e-09,7.656456645082305e-19,1.549073166289862e-14,0.14572018384933472,0.9983649849891663,2.053423162132648e-21,2.4751720506340572e-17,0.0016348593635484576,0.854279100894928
6079208064,1.7202490336117765e-22,4.693809916152554e-18,0.9999648928642273,0.9999998807907104,1.4803627668871357e-24,9.63737953486589e-21,2.4892348092067983e-23,3.058539605993916e-19,3.831853501168325e-09,1.777640136424452e-05
6084974976,0.2332836091518402,0.9999129772186279,2.360095625875136e-11,2.567275885212439e-07,4.950881727307243e-19,1.5233093378277246e-13,4.629244829748095e-17,1.074212333668223e-11,8.68470233399421e-05,0.766711413860321
6087197984,0.2816871702671051,0.9999616146087646,7.970111793849724e-14,2.91454527179269e-09,1.3556834318605594e-14,3.3441309721382595e-09,1.0100614571944937e-18,2.2642718049917937e-13,3.825974272331223e-05,0.7183010578155518
6076195008,2.221433176297083e-10,0.0012302497634664178,1.4453414159953937e-11,0.0001402864436386153,0.009664389304816723,0.9999719858169556,2.7941650841967203e-05,0.9903340339660645,1.6319748330495543e-10,0.0002020844112848863
6076083136,2.0234564862421378e-34,4.987007888052808e-30,0.9998099207878113,0.9999998807907104,9.879718484446494e-29,4.235562819150103e-25,3.0434072671469253e-38,4.09203358845662e-34,3.404808879281518e-08,0.00018454623932484537
6082975200,3.116174449149314e-19,5.794275518272035e-16,4.348557085846472e-24,3.917677630654591e-21,0.7961175441741943,0.9997976422309875,0.00020229388610459864,0.20387935638427734,1.609210411475158e-20,1.894707485633953e-17
4355333648,1.43989048211816e-19,6.629145601799355e-16,0.8855409622192383,0.9999444484710693,1.2928310460754485e-15,4.39526713635896e-12,1.1342478403158814e-18,5.7144006289833096e-15,5.5419168347725645e-05,0.11444690078496933
6076218560,5.2779843269079104e-23,1.1694191463713299e-17,0.08497301489114761,0.9999517202377319,6.206069084480844e-23,1.8091877636439332e-17,4.8165707994485274e-05,0.9150199294090271,4.0963257262609256e-26,3.243615500406588e-21
4355413136,2.287438641279671e-11,3.2751270584441272e-09,1.8151307890003528e-14,1.7183659009600838e-12,0.626033365726471,0.9939975738525391,0.006002349313348532,0.3739660084247589,4.365399153272165e-10,7.024562620472352e-08
6076011008,0.13092684745788574,0.9998494386672974,4.743733184042753e-12,8.300774112512954e-08,7.090346783008086e-14,1.2909561419860438e-08,1.985434852210476e-15,4.304935297128054e-10,0.0001504246174590662,0.8690692186355591
5748234528,1.2012324529533954e-22,3.487489622269774e-19,6.244209758383965e-17,4.793669123757602e-14,0.8912339210510254,0.999901533126831,1.0526553650791102e-18,2.147461667108383e-15,9.829453483689576e-05,0.1087617576122284
6079305952,1.3927130115152574e-31,6.621243918958298e-27,0.9846482872962952,0.9999988079071045,2.0128257341104986e-24,1.8648095438714703e-20,4.2068440298659365e-35,1.954300923722298e-30,1.1221786735404748e-06,0.015343177132308483
6081500768,4.075290030888373e-29,2.3840415880021605e-24,0.9999396204948425,0.9999998807907104,3.7903018675926487e-25,5.236997749699139e-20,4.4752069106002684e-33,4.939447935809499e-28,1.6003654998431038e-11,6.051052423572401e-07
6087246560,0.11342092603445053,0.9999858140945435,4.696949893757805e-18,1.3343756655181949e-11,1.2521729831881256e-18,1.0299418653006431e-12,1.4092653145780787e-05,0.8865690231323242,7.506347504814679e-22,2.7420830841851974e-16
6081525792,0.9997589588165283,0.9999998807907104,4.974335431912161e-21,1.8013356027867634e-16,1.0137548152216639e-23,9.847961301128565e-20,2.1654257054137815e-08,0.00023426514235325158,1.3835832402747458e-24,6.3368885011009625e-21
4778472080,6.103780215689511e-19,6.66507051372972e-14,0.9999379515647888,0.9999998807907104,1.0337960947315115e-22,9.981233756630722e-17,2.399264120711564e-11,2.684351102288929e-06,4.995829685924343e-24,4.709188341113257e-19
6076104480,6.420648939175053e-20,3.1426836637595337e-15,3.980583006541009e-25,5.007863227025695e-20,0.2425440549850464,0.9999743700027466,2.5567291231709532e-05,0.7574496269226074,1.7093747942925838e-21,1.2833396183849904e-16
6085409216,2.2447540351321422e-23,3.247789482858099e-19,3.175684213990208e-24,1.703888664282668e-19,0.9516539573669434,0.9999973773956299,2.5500901301711565e-06,0.04833728447556496,1.8325820613201705e-24,3.6293942011873505e-20
6085357696,6.7160797695496165e-15,6.979442197796448e-12,3.268234294306893e-11,4.361713124012567e-08,0.022470956668257713,0.9765560030937195,3.205323105461705e-13,5.175144202063109e-10,0.023443924263119698,0.9775289297103882
5751892784,0.5159293413162231,0.9999996423721313,3.6095173493697096e-16,8.165405018800698e-10,1.9591215753874694e-19,1.4097134917734344e-11,7.094416370173962e-19,2.7900114510370777e-11,2.16791008256223e-07,0.4836822748184204
6089604224,2.3652264302641326e-21,3.753845212311391e-17,0.9971569180488586,0.9999995231628418,8.185262122331345e-16,1.0542574625793666e-11,7.468933157366367e-23,1.0560247819067684e-18,3.083790431901434e-07,0.002821765374392271
6087170016,0.9730345606803894,0.9999997615814209,5.173889161318358e-33,7.913923475399144e-27,3.4553505979144236e-31,2.4921951021982775e-26,1.0563696406507006e-07,0.026903841644525528,9.074511700212326e-31,4.709120581156385e-26
6085666816,0.2775093913078308,0.9999988079071045,3.39481084079888e-24,8.677556744833258e-17,4.738775078447291e-31,7.227117135708025e-25,1.0673118140402948e-06,0.7224504947662354,3.524035779987215e-36,7.919450262393772e-30
